,Company/Brand,Stage,Amount($),HeadQuarter,What_it_does,Sector,Funding_Year,Founded,Founders,Investor,Startup_Age
682,KIKO TV,Seed,3000000.0,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,Technology,2020,2020,"Shivam Varshney, Alok Chawla","9Point8 Capital, Sunil Kumar Singhvi",0
683,Atomberg Technologies,Series B,9000000.0,Mumbai,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",Retail,2020,2012,"Manoj Meena, Sibabrata Das","Sandeep Tandon, Survam Partners",8
685,Smallcase,Unknown,3000000.0,Bangalore,Changing how India invests in equities,Finance,2020,2015,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","WEH Ventures, BEENEXT",5
687,Gamerji,Seed,3000000.0,Ahmedabad,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",Technology,2020,2018,"Soham Thacker, Valay Patel, Varun Gajjar",La Gajjar Group.,2
688,5C Network,Pre-Series,1200000.0,Bangalore,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",Health,2020,2014,Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",6
689,Ethereum Push Notification Service,Seed,750000.0,Mumbai,EPNS is a decentralized notification protocol,Technology,2020,2020,"Harsh Rajat, Richa Joshi",Prolific angel investors,0
690,Mihup,Series A,1500000.0,Kolkata,Intelligence-based personal mobile assistant app,Technology,2020,2016,"Biplab Chakraborty, Sandipan Chattopadhyay, Sandipan Mandal, Tapan Barman","Ideaspring Capital, Accel",4
691,RuralBasket,Unknown,500000.0,Tirunelveli,Naturally grown and healthy products directly from farmers.,E-commerce,2020,2019,Palani Rajan,Nativelead Foundation,1
692,WayCool Foods,Debt Financing,7800000.0,Chennai,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",Agriculture,2020,2015,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",5
695,Clovia,Series B,4000000.0,Noida,Clovia is the online lingerie retailer,E-commerce,2020,2013,"Neha Kant, Pankaj Vermani","Golden Birch Investments, She Capital",7
696,Codingal,Seed,560000.0,Bangalore,Coding education platform for K-12 students,Education,2020,2020,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",0
699,Let's Dive,Unknown,1700000.0,Bangalore,A platform for remote employee engagement and building team culture,Technology,2020,2020,"Nitesh Agrawal, Om Prakash",Surge,0
700,Habitat,Seed,600000.0,Bangalore,"Habitat, a social learning edtech platform for civil service aspirants",Education,2020,2016,"Rohit Pande, Shikhar Sachan","Unitus Ventures, Whiteboard Capital",4
701,SAWO Labs,Seed,600000.0,Mumbai,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,Technology,2020,2020,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",0
702,Signzy,Unknown,3000000.0,Bangalore,Signzy are creating 'building blocks for a Digital Trust system.,Technology,2020,2015,"Ankit Ratan, Ankur Pandey, Arpit Ratan","Stellaris Venture Partners, Mastercard",5
703,KopyKitab,Unknown,3000000.0,Bangalore,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",Education,2020,2013,"Amit Shrivastava, Sumeet Verma","Paula Mariwala, Siddharth Anand",7
704,Kyt,Unknown,2500000.0,Singapore,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,Education,2020,2020,"Bhavik Rathod, Tripti Ahuja",Sequoia Capital India’s Surge,0
705,Raskik,Pre-Series,1000000.0,Bangalore,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,Food & Beverages,2020,2019,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns",1
706,GetWork,Pre-Seed,40000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Human Resources,2020,2019,Rahul Veerwal,India Accelerator,1
707,Mobile Premier League (MPL),Series B,500000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,Technology,2020,2018,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",2
709,Omatra Hotels,Seed,3000000.0,Kolkata,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,Hospitality,2020,2017,"NAVEED AHAMED, SYED SAQQA ABBAS",Capify,3
710,Awign,Series A,3000000.0,Bangalore,Operations and manpower outsourcing startup,Marketing and Advertising,2020,2016,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",4
711,NewsReach,Seed,1500000.0,Gujarat,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,Media & Entertainment,2020,2018,"Darshan Shah, Soniya Kundnani","Mumbai Angels, JITO Angel Network.",2
713,Credgenics,Pre-Series,3000000.0,New Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",Finance,2020,2018,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",2
714,GeoIQ,Seed,300000.0,Bangalore,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",Technology,2020,2018,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",2
716,Quintype,Series A,3500000.0,Bangalore,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",Services,2020,2014,Chirdeep Shetty,IIFL AMC,6
718,Astrogate Labs,Unknown,3000000.0,Bangalore,Astrogate Labs provides high-quality products related to space infrastructure.,Engineering,2020,2017,unknown,"Venture Catalysts, Speciale Invest",3
719,Power Gummies,Pre-Series,3000000.0,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Health,2020,2018,Divij Bajaj,Venture Catalysts,2
720,Cityflo,Series A,7000000.0,Mumbai,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,Transportation & Logistics,2020,2015,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",5
721,AlgoBulls,Unknown,200000.0,Mumbai,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,Technology,2020,2019,"Pushpak Dagade, Jimmit Patel and Suraj Bathija",Venture Catalysts,1
722,Credgenics,Pre-Series,3000000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",Finance,2020,2018,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",2
723,Inntot,Unknown,3000000.0,Kerala,"Inntot Technologies, is a technology driven company.",Technology,2020,2014,Rajith Nair,Unicorn India Ventures,6
724,Ensuredit,Pre-Series,300000.0,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,Finance,2020,2019,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,1
725,Shipsy,Series A,6000000.0,Gurugram,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,Technology,2020,2015,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",5
726,ERPNext,Unknown,1000000.0,Mumbai,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",Technology,2020,2008,Rushabh Mehta,Rainmatter,12
727,LightSpeedAI,Unknown,3000000.0,Bangalore,Developer of an optoelectronic processor designed to accelerate AI computations.,Media & Entertainment,2020,2019,"Rohin Y, PV Ramana","YourNest, growX ventures",1
728,Grip Invest,Pre-Series,3000000.0,Gurugram,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,Finance,2020,2020,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,0
729,Unacademy,Unknown,3000000.0,Bangalore,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,Education,2020,2015,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",5
730,Yellow Classes,Pre-Series,1300000.0,Gurugram,New-age fun-learning platform for kids.,Education,2020,2020,"Arpit Mittal, Anshul Gupta",India Quotient,0
731,Plum,Unknown,4100000.0,Bangalore,High quality health insurance and health benefits,Health,2020,2019,"Abhishek Poddar, Saurabh Arora","Surge, Tanglin Venture Partners",1
732,STAGE,Unknown,1000000.0,Indore,STAGE is an Indian language content platform for artist-led entertainment.,Media & Entertainment,2020,2019,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal",Venture Catalysts,1
733,Nykaa,Unknown,3000000.0,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,Manufacturing,2020,2012,Falguni Nayar,"Alia Bhatt, Katrina Kaif",8
734,Kaagaz Scanner,Unknown,575000.0,Bangalore,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,Technology,2020,2020,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,0
735,NIRA,Unknown,1000000.0,Bangalore,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Finance,2020,2017,"Rohit Sen, Nupur Gupta","Techstars Bangalore Accelerator, Techstars",3
736,Prolixr,Seed,3000000.0,Gurugram,A premium skincare brand committed towards building innovative skin care wellness.,Manufacturing,2020,2018,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj",2
738,DaMENSCH,Unknown,6000000.0,Bangalore,DaMENSCH is a designer and seller of men's apparel.,E-commerce,2020,2018,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",2
740,SignalX,Seed,800000.0,Hyderabad,SignalX offers an artificial intelligence-powered SaaS platform,Technology,2020,2018,"Govind Balachandran, Zakir Wahab, Piyush Arora","9Unicorns, 3Lines VC, Hyderabad Angels",2
741,Lancify,Unknown,300000.0,Bangalore,Lancify is building the world's strongest young workforce,Education,2020,2018,"Gowtham Sundaresan, Azan Barodawala","Techstars, Techstars Bangalore Accelerator",2
742,Krimanshi,Seed,600000.0,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Technology,2020,2015,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",5
743,Instoried,Pre-Series,1000000.0,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,Technology,2020,2018,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV",2
744,PlayerzPot,Series A,3000000.0,Mumbai,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",Technology,2020,2015,"Yogesh, Mitesh Gangar",unknown,5
745,Instamojo,Unknown,3000000.0,Bangalore,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.",Finance,2020,2012,"Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain","BASE, Gunosy Capital",8
747,Arata,Pre-Series,1000000.0,New Delhi,Arata is an e-commerce site for beauty products and cosmetics.,E-commerce,2020,2017,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,3
748,MPL,Unknown,5000000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,Technology,2020,2018,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",2
750,Thrive,Pre-Series,3000000.0,Mumbai,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.",Food & Beverages,2020,2020,"Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",0
751,Kitchens Centre,Pre-Series,3000000.0,New Delhi,Kitchens Centre offers turnkey solutions to cloud kitchens.,Technology,2020,2019,Lakshay Jain,"Jonathan Swanson, Ankush Gera",1
752,Prescribe,Unknown,100000.0,Chennai,Provide online services to patients by leveraging WhatsApp.,Health,2020,2019,Nived Narayanan,Titan Capital,1
754,inFeedo,Unknown,3200000.0,Gurugram,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",Technology,2020,2013,Tanmaya Jain,"Peyush Bansal, Ritesh Malik",7
755,Shilpa Sciences,Pre-Series,3000000.0,Bangalore,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,Health,2020,2014,Ashwin Lal,AngelList India,6
756,Arzooo,Unknown,3000000.0,Bangalore,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product",Technology,2020,2016,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",4
758,Slice,Debt Financing,5000000.0,Bangalore,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,Finance,2020,2016,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",4
759,Rapawalk,Seed,300000.0,Bangalore,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,E-commerce,2020,2017,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",3
760,Oga Fit's,Pre-Series,3000000.0,Bangalore,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Technology,2020,2017,Ashish Rawat,9Unicorns,3
761,LAVAL,Pre-Series,3000000.0,Bangalore,"Laval Cosmetics, affordable makeup for all ages",Manufacturing,2020,2016,"Shrishti, Prithika",Jazal Group,4
763,BlackSoil,Unknown,10000000.0,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,Finance,2020,2016,Ankur Bansal,unknown,4
764,Biocon,Unknown,15000000.0,Bangalore,"Biocon is a healthcare and technology, company focused on biotechnology.",Health,2020,1978,Kiran Mazumdar-Shaw,Goldman Sachs,42
765,Clientjoy,Pre-Series,800000.0,Gujarat,Client Management Software For Modern Agencies.,Technology,2020,2013,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat",7
767,GalaxyCard,Seed,3000000.0,Gurugram,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,Finance,2020,2017,"Amit Kumar, Gunjeet Singh",India Accelerator,3
769,MoooFarm,Pre-Seed,500000.0,Gurugram,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,Agriculture,2020,2019,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",1
770,BitClass,Seed,2000000.0,Bangalore,BitClass is a PaaS solution which helps teachers set up their independent live classes,Technology,2020,2020,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",0
771,Gonuts,Seed,400000.0,Mumbai,Personalised Video shoutouts from favourite celebrity.,Media & Entertainment,2020,2020,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",0
772,Uolo,Seed,2000000.0,Bangalore,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,Education,2020,2013,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",7
773,Kirana King,Pre-Series,900000.0,Jaipur,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Retail,2020,2014,Anup Kumar,Rajasthan Venture Capital Fund,6
774,Jade Forest,Seed,250000.0,Delhi,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",Food & Beverages,2020,2016,"Punweet Singh, Shuchir Suri",unknown,4
775,iKure,Unknown,3000000.0,Kolkata,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,Health,2020,2010,Sujay Santra,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",10
776,FrontRow,Seed,3200000.0,Bangalore,"Comprehensive courses, taught by idols.",Education,2020,2016,"Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",4
777,Reliance Retail,Unknown,10000000.0,Mumbai,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,E-commerce,2020,2006,Mukesh Ambani,"Abu Dhabi Investment Authority, GIC",14
778,TUBBR,Unknown,3000000.0,Frisco,World's First Personal Social Network,Media & Entertainment,2020,2019,"Saurabh Uttam, Ravi Singhal",Global Ascent Partners,1
780,Routematic,Unknown,2000000.0,Bangalore,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,Technology,2020,2007,"Sriram Kannan, Surajit Das","VAMM Ventures, Naresh Malhotra",13
781,LivFin,Unknown,4700000.0,New Delhi,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),Finance,2020,2017,Rakesh Malhotra,"DEG, KFW DEG",3
782,Universal Sportsbiz Pvt Ltd,Unknown,3000000.0,Bangalore,A fashion startup based in Bengaluru.,Lifestyle,2020,2012,Anjana Reddy,"Accel, Alteria Capital",8
783,Lattu Kids,Unknown,3000000.0,Mumbai,Lattu kids is an edutainment platform for preschool kids.,Education,2020,2017,Vivek Bhutyani,Mumbai Angels Network,3
784,Eggoz,Pre-Series,1500000.0,Indore,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.",Food & Beverages,2020,2016,"Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","AVANA Capital, Rebright Partners",4
785,Steradian Semiconductors,Unknown,3000000.0,Bangalore,Semiconductor company focused on CMOS millimeter wave products for Radar.,Technology,2020,2016,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi",Endiya Partners.,4
786,CHARGE+ZONE,Pre-Series,3000000.0,Gujarat,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",Technology,2020,2018,"Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,2
787,Stones2milestones,Pre-Series,2000000.0,Gurugram,Stones2milestones is India (Delhi) Based EdTech Company,Education,2020,2008,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao",12
789,AjnaLens,Pre-Series,1000000.0,Thane,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.",Technology,2020,2014,"Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, MoD",6
790,Gully Network,Pre-Series,1200000.0,Bangalore,Gully Network is a tech-enabled network of mid-sized grocery stores.,E-commerce,2020,2019,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",1
791,TurboHire,Seed,1000000.0,Hyderabad,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,Human Resources,2020,2018,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures",2
792,Traya,Seed,3000000.0,Mumbai,work with our customers closely to get their hair health sorted for long-term effective results,Health,2020,2016,"Altaf Saiyed, Saloni Anand","Kae Capital, Whiteboard Capital",4
793,Charcoal Eats,Unknown,2000000.0,Mumbai,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",Technology,2020,2015,"Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,5
794,Mitron TV,Unknown,3000000.0,Bangalore,Mitron is a free short videoplatform for next generation,Media & Entertainment,2020,2020,"Shivank Agarwal, Anish Khandelwal",9Unicorns,0
795,Svami,Unknown,800000.0,Mumbai,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,Food & Beverages,2020,2016,Sahil Jatana,"Niren Shah, Rukam Capital Trust",4
796,Dhurnia,Unknown,100000.0,Dhingsara,Developer of an online learning platform intended for various competitive exam preparations.,Education,2020,2018,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital",2
797,Expertrons,Unknown,3000000.0,Mumbai,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,Education,2020,2019,Jatin Solanki,"Rohit Chanana, Sukanta Ganguly",1
798,Leena AI,Unknown,8000000.0,New York,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,Technology,2020,2015,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt",5
799,Bizlog,Unknown,1000000.0,Bangalore,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,Transportation & Logistics,2020,2016,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund,4
800,Tamasha.live,Unknown,300000.0,Mumbai,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.",Technology,2020,2020,"Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque",0
801,Fedo,Unknown,1000000.0,Bangalore,Artificial Intelligence based Credit Score for Health,Technology,2020,2017,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City,3
802,FabHotels,Unknown,1000000.0,Gurugram,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,Hospitality,2020,2015,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",5
803,Freshokartz,Pre-Series,1000000.0,Jaipur,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides",Agriculture,2020,2016,"Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs",4
804,FlexiLoans,Debt Financing,6000000.0,Mumbai,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",Finance,2020,2016,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,4
805,Agrix,Unknown,3000000.0,Patna,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",Agriculture,2020,2020,"Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors,0
806,BharatAgri,Pre-Series,3000000.0,Pune,A Smart Farming Technology Platform for Indian Farmers,Agriculture,2020,2017,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient",3
808,Credable,Unknown,4500000.0,Mumbai,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Finance,2020,2017,Nirav Choksi,Oaks Asset Management,3
809,Railofy,Seed,5000000.0,Mumbai,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,Transportation & Logistics,2020,2019,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",1
811,Teachmint,Seed,3500000.0,Bangalore,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,Education,2020,2020,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India,0
812,Peel-Works,Unknown,3000000.0,Mumbai,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,E-commerce,2020,2010,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle",10
813,Janani,Pre-Seed,200000.0,Bangalore,Janani aims to make the process of infertility treatment and assisted fertilisation easier,Health,2020,2020,Nilay Mehrotra,9Unicorns,0
814,Credgenics,Seed,3300000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",Finance,2020,2018,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala",2
815,Finelistings,Unknown,3000000.0,New Delhi,A Used Luxury Car Marketplace,Lifestyle,2020,2015,Aneesh Mathur,Justdial,5
816,Wellversed,Pre-Series,3000000.0,New Delhi,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,Health,2020,2018,"Aanan Khurma, Aditya Seth, Ripunjay Chachan","KLUB Works, Shankar Narayanan",2
817,Jumbotail,Series B,11000000.0,Bangalore,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",E-commerce,2020,2015,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),5
818,Winzo,Unknown,2000000.0,New Delhi,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,Technology,2020,2018,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",2
819,mCaffeine,Series B,5000000.0,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",Manufacturing,2020,2015,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",5
820,Pocket FM,Series A,5000000.0,Bangalore,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,Media & Entertainment,2020,2018,Rohan Nayak,"Times Group, Lightspeed",2
821,Snackible,Pre-Series,3000000.0,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,Health,2020,2015,unknown,"Mumbai Angels, Murali Nair",5
822,FreshtoHome,Unknown,16000000.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,E-commerce,2020,2015,Shan Kadavil,"Ascent Capital, Iron Pillar",5
823,Jumbotail,Series B,11000000.0,Bangalore,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,Retail,2020,2015,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures",5
824,Nykaa,Unknown,3000000.0,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,E-commerce,2020,2012,Falguni Nayar,"Katrina Kaif, Steadview Capital",8
825,TagZ Foods,Unknown,3000000.0,Bangalore,TagZ Foods is a supplier of snacks and food products.,Food & Beverages,2020,2019,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi",1
826,Genius Teacher,Unknown,2000000.0,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",Education,2020,2016,"Advitiya Sharma, Gaurav Lahoti","Sandeep Tandon, Daniel Lapus",4
827,Krimanshi Feeds,Unknown,500000.0,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Health,2020,2015,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",5
828,Origo,Debt Financing,4000000.0,Gurugram,Provider of marketing and warehousing services for agricultural commodities.,Agriculture,2020,2010,"Sunoor Kaul,",Northern Arc Capital,10
829,GetVantage,Seed,5000000.0,Mumbai,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,Finance,2020,2019,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts",1
830,Betterplace,Series B,10000000.0,Bangalore,Developer of a digital verification platform designed to manage the semi-formal workforce.,Technology,2020,2015,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures,5
831,Biddano,Pre-Series,600000.0,Mumbai,India's 1st tech-enabled healthcare logistics platform.,Health,2020,2016,Talha Shaikh,Windrose Capital,4
832,InVideo,Series A,15000000.0,Mumbai,InVideo enables you to transform your content into great videos.,Media & Entertainment,2020,2017,"Harsh Vakharia, Pankit Chheda, Sanket Shah","Base Partners, Sequoia Capital India",3
833,Arzooo,Series A,7500000.0,Bangalore,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",Retail,2020,2016,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",4
834,Hubilo,Seed,4500000.0,San Francisco,World’s smartest virtual event platform that brings Experience & Intelligence together,Technology,2020,2020,"Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle",0
835,BASIC Home Loan,Seed,5000000.0,Gurugram,"A platform for automating home loans for middle and low-income households in India,",Finance,2020,2020,Atul Monga,Picus Capital,0
837,SUGAR cosmetics,Debt Financing,2000000.0,Mumbai,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,Manufacturing,2020,2012,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd",8
